accession	ambiguous_bases	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation	gtdb_type_designation_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
RS_GCF_000007745.1	0	100	0	277	c__Gammaproteobacteria (UID4387)	177	0	2031948	87.8081032705	1	984362	42.5379784087	2314078	RS_GCF_900101275.1	f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Basfia;s__Basfia succiniciproducens	not type material	none	f	1	1	2314078	2314078	2314078	6	3024	NC_006300.1-#2	2314078	5	110	NC_006300.1	3021	5579	0	100	HJ686487.2.3024	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Basfia;unidentified	2314078	2314078	t	f	f	2314078	2314078	Complete Genome	ASM774v1	n/a	PRJNA224116	SAMN02603473	none	none	none	2004-09-17	GCA_000007745.1	none	full	none	none	none	1	1	[Mannheimia] succiniciproducens MBEL55E	2102	representative genome	19	none	none	none	none	none	2004/09/17	0	157673	6	MBEL55E	Korea Advanced Institute of Science and Technology, Republic of Korea, Yuseong-gu	221988	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Basfia;s__[Mannheimia] succiniciproducens	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Basfia;s__[Mannheimia] succiniciproducens;x__[Mannheimia] succiniciproducens MBEL55E	0	2314078	11	59	assembly from type material	2314078	0	none	2120	1	2314078	6	1539	2837	0	99.935	2494659	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Mannheimia;s__succiniciproducens	1539	NC_006300.1-#4	1539	2843	0	100	AE016827.2233935.2235477	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Basfia;Mannheimia succiniciproducens MBEL55E	0	20	60	1
RS_GCF_000007765.2	0	100	0	265	c__Gammaproteobacteria (UID4266)	167	0	1799579	88.5268006259	2	865989	42.6006502339	2032807	RS_GCF_005280755.1	f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Coxiellales;f__Coxiellaceae;g__Coxiella;s__Coxiella burnetii	not type material	none	f	1	1	1995488	1995488	1995488	1	4333	NC_002971.4	1995488	1	108	NC_002971.4	4340	7969	0	99.839	CP020616.167565.171938	Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella;Coxiella burnetii	1016403	1016403	t	f	f	1995488	1995488	Complete Genome	ASM776v2	n/a	PRJNA57631	SAMN02603970	none	none	none	2016-11-10	GCA_000007765.2	none	full	none	none	none	2	0	Coxiella burnetii RSA 493	1833	reference genome	3	none	none	none	none	none	2016/11/10	0	777	0	RSA 493	TIGR	227377	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__Coxiella;s__Coxiella burnetii	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__Coxiella;s__Coxiella burnetii;x__Coxiella burnetii RSA 493	0	2032807	11	42	none	2032807	0	none	2058	2	1995488	1	1536	2820	0	99.805	369055	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__Coxiella;s__	1536	NC_002971.4	1537	2832	0	99.935	CP013667.92833.94378	Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella;Coxiella burnetii	0	20	42	0
RS_GCF_000007785.1	0	99.53	0.31	475	o__Lactobacillales (UID544)	267	0	2942239	87.567314509	4	1255997	37.3811523542	3359974	RS_GCF_000392875.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	not type material	none	f	1	1	3218031	3218031	3218031	4	2908	NC_004668.1	3218031	4	109	NC_004668.1	2908	5371	0	100	AYKL01000004.158.3066	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus faecalis GA2	839993	839993	t	f	f	3218031	3218031	Complete Genome	ASM778v1	n/a	PRJNA57669	SAMN02603978	none	none	none	2003-3-28	GCA_000007785.1	none	full	none	none	none	4	0	Enterococcus faecalis V583	3264	reference genome	12	none	none	none	none	none	2003/03/28	0	1351	4	V583	TIGR	226185	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis;x__Enterococcus faecalis V583	0	3359974	11	67	none	3359974	0	none	3271	4	3218031	4	1557	2870	0	99.936	4465153	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__	1557	NC_004668.1	1556	2874	0	100	JXMK01000082.280.1845	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus faecalis	0	20	67	0
RS_GCF_000007805.1	0	100	0.22	813	o__Pseudomonadales (UID4488)	308	0	5732732	87.6797802473	3	3814368	58.339191161	6538260	RS_GCF_000444135.1	f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E avellanae	not type material	none	f	1	1	6397126	6397126	6397126	5	2889	NC_004578.1	6397126	5	332	NC_004578.1	2889	5336	0	100	AE016853.668802.671704	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;[Pseudomonas syringae] pv. tomato str. DC3000	2179420	2179420	t	f	f	6397126	6397126	Complete Genome	ASM780v1	n/a	PRJNA57967	SAMN02604017	none	none	none	2003-03-05	GCA_000007805.1	none	full	none	none	none	3	1	Pseudomonas syringae pv. tomato str. DC3000	5619	reference genome	15	none	none	none	none	none	2003/03/05	0	251701	5	DC3000	TIGR	223283	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas syringae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;x__Pseudomonas syringae group;s__Pseudomonas syringae group genomosp. 3;x__Pseudomonas syringae pv. tomato;x__Pseudomonas syringae pv. tomato str. DC3000	0	6538260	11	63	assembly from type material	6538260	0	none	5862	3	6397126	5	1534	2828	0	99.935	4306174	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__	1534	NC_004578.1	1534	2833	0	100	LAZV01000197.3685.5232	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas syringae pv. persicae	0	20	64	0
RS_GCF_000007825.1	0	98.18	0.58	1171	g__Bacillus (UID902)	324	18.18	4547615	83.7948304826	2	1915128	35.2883491924	5427083	RS_GCF_000007825.1	t	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A cereus	type strain of species	LPSN; DSMZ; StrainInfo	f	1	1	5411809	5411809	5411809	13	2917	NC_004722.1-#8	5411809	13	108	NC_004722.1-#8	2917	5387	0	100	CVOF01000044.3683.6602	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Streptococcus pneumoniae	2713541	2713541	t	f	f	5411809	5411809	Complete Genome	ASM782v1	n/a	PRJNA57975	SAMN02603340	none	none	none	2004-7-6	GCA_000007825.1	none	full	none	none	none	2	0	Bacillus cereus ATCC 14579	5231	reference genome	39	none	none	none	none	none	2004/07/06	0	1396	13	ATCC 14579	INRA	226900	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus cereus	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus ATCC 14579	0	5427083	11	108	assembly from type material	5427083	0	none	5541	2	5411809	13	1549	2833	0	99.677	4308624	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__cereus	1549	NC_004722.1-#8	1549	2861	0	100	FWYG01000001.216178.217733	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. JKS001846	0	20	107	0
RS_GCF_000007865.1	0	99.28	0.33	693	g__Mycobacterium (UID1816)	300	0	4401884	91.1404471549	1	3346971	69.2986079493	4829781	RS_GCF_000174035.1	f	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium avium	not type material	none	f	1	1	4829781	4829781	4829781	1	3104	NC_002944.2	none	0	none	none	3104	5733	0	100	LKUS01000286.48110.51220	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium avium subsp. paratuberculosis	4829781	4829781	f	f	t	4829781	4829781	Complete Genome	ASM786v1	n/a	PRJNA224116	SAMN02604086	none	none	none	2004-1-30	GCA_000007865.1	none	full	none	none	none	1	0	Mycobacterium avium subsp. paratuberculosis K-10	4511	representative genome	3	none	none	none	none	none	2004/01/30	0	1764	1	K-10	Univ. Minnesota	262316	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium avium	d__Bacteria;x__Terrabacteria group;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;x__Mycobacterium avium complex (MAC);s__Mycobacterium avium;sb__Mycobacterium avium subsp. paratuberculosis;x__Mycobacterium avium subsp. paratuberculosis K-10	0	4829781	11	46	none	4829781	0	none	4544	1	4829781	1	1524	2787	0	99.672	64868	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium;s__	1529	NC_002944.2	1529	2824	0	100	CP018363.3457056.3458599	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium avium subsp. hominissuis	0	20	46	1
RS_GCF_000007885.1	0	99.82	0.03	1383	g__Yersinia (UID5070)	341	0	4006404	83.410847355	5	2289686	47.6698429407	4803217	RS_GCF_900460465.1	f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;s__Yersinia pestis	not type material	none	f	1	1	4595065	4595065	4595065	7	2903	NC_005810.1-#3	4595065	7	357	NC_005810.1-#5	2903	5361	0	100	AMQL01000004.124601.127515	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Yersinia;Yersinia pestis INS	960643	960643	t	f	f	4595065	4595065	Complete Genome	ASM788v1	n/a	PRJNA224116	SAMN02602970	none	none	none	2004-3-15	GCA_000007885.1	none	full	none	none	none	5	6	Yersinia pestis biovar Microtus str. 91001	4501	na	22	none	none	none	none	none	2004/03/15	0	632	7	91001	Academy of Military Medical Sciences, The Institute of Microbiology and Epidemiology, China	229193	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Yersinia;s__Yersinia pestis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Yersinia;x__Yersinia pseudotuberculosis complex;s__Yersinia pestis;sb__Yersinia pestis subsp. microtus;x__Yersinia pestis biovar Microtus str. 91001	0	4803217	11	71	none	4803217	0	none	4256	5	4595065	7	1538	2835	0	99.935	242368	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Yersinia;s__	1538	NC_005810.1-#3	1538	2835	0	99.935	MIDX01000052.205.1753	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Yersinia;Yersinia pestis subsp. microtus bv. Caucasica	0	20	72	1
RS_GCF_000007905.1	0	99.94	0.35	475	o__Campylobacterales (UID3068)	283	0	1680904	93.4278818951	1	646456	35.9312696135	1799146	RS_GCF_000007905.1	t	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C hepaticus	not type material	none	f	1	1	1799146	1799146	1799146	1	2874	NC_004917.1	1799146	1	110	NC_004917.1	2874	5308	0	100	AE017125.953460.956339	Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter hepaticus ATCC 51449	1799146	1799146	t	f	f	1799146	1799146	Complete Genome	ASM790v1	n/a	PRJNA224116	SAMN02604097	none	none	none	2003-6-26	GCA_000007905.1	none	full	none	none	none	1	0	Helicobacter hepaticus ATCC 51449	1778	representative genome	3	none	none	none	none	none	2003/06/26	0	32025	1	ATCC 51449	Univ. Wuerzburg	235279	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter hepaticus	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter hepaticus;x__Helicobacter hepaticus ATCC 51449	0	1799146	11	36	none	1799146	0	none	1802	1	1799146	1	1493	2758	0	100	4386580	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__	1493	NC_004917.1	1470	2715	0	100	U07573.1.1470	Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter hepaticus	0	20	36	0
RS_GCF_000007925.1	0	100	0	472	p__Cyanobacteria (UID2143)	368	0	1556904	88.9110720241	1	638131	36.4421385659	1751080	RS_GCF_000007925.1	t	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus;s__Prochlorococcus marinus	type strain of species	LPSN; DSMZ	t	1	1	1751080	1751080	1751080	1	2870	NC_005042.1	1751080	1	103	NC_005042.1	2870	5301	0	100	JNAT01000010.224548.227422	Bacteria;Cyanobacteria;Oxyphotobacteria;Synechococcales;Cyanobiaceae;Prochlorococcus MIT9313;Prochlorococcus marinus str. LG	1751080	1751080	t	f	f	1751080	1751080	Complete Genome	ASM792v1	n/a	PRJNA57995	SAMN02603142	none	none	none	2003-7-25	GCA_000007925.1	none	full	none	none	none	1	0	Prochlorococcus marinus subsp. marinus str. CCMP1375	1882	reference genome	3	none	none	none	none	none	2003/07/25	0	1219	1	SS120;CCMP1375	CNRS	167539	d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochloraceae;g__Prochlorococcus;s__Prochlorococcus marinus	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;o__Synechococcales;f__Prochloraceae;g__Prochlorococcus;s__Prochlorococcus marinus;sb__Prochlorococcus marinus subsp. marinus;x__Prochlorococcus marinus subsp. marinus str. CCMP1375	0	1751080	11	39	assembly from type material	1751080	0	none	1908	1	1751080	1	1478	2730	0	100	88136	k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Synechococcales;f__Synechococcaceae;g__Prochlorococcus;s__	1479	NC_005042.1	1464	2704	0	100	JNAY01000018.251447.252911	Bacteria;Cyanobacteria;Oxyphotobacteria;Synechococcales;Cyanobiaceae;Prochlorococcus MIT9313;Prochlorococcus marinus str. SS2	0	20	39	0
RS_GCF_000007945.1	0	99.43	0.02	765	f__Pasteurellaceae (UID4932)	438	0	1490149	87.7097392221	1	649349	38.2204943627	1698955	RS_GCF_900109315.1	f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_B;s__Haemophilus_B ducreyi	not type material	none	f	1	1	1698955	1698955	1698955	6	2888	NC_002940.2	1698955	5	110	NC_002940.2-#3	2888	5334	0	100	CP015434.308339.311251	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;[Haemophilus] ducreyi	1698955	1698955	t	f	f	1698955	1698955	Complete Genome	ASM794v1	n/a	PRJNA224116	SAMN02604087	none	none	none	2003-07-23	GCA_000007945.1	none	full	none	none	none	1	1	[Haemophilus] ducreyi 35000HP	1607	representative genome	19	none	none	none	none	none	2003/07/23	0	730	6	35000HP	Univ. Ohio	233412	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__[Haemophilus] ducreyi	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__[Haemophilus] ducreyi;x__[Haemophilus] ducreyi 35000HP	0	1698955	11	48	none	1698955	0	none	1689	1	1698955	6	none	none	none	none	none	none	1536	NC_002940.2	1536	2832	0	99.935	CP015427.1468964.1470508	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;[Haemophilus] ducreyi	0	20	48	1
RS_GCF_000007985.2	0	99.35	0	247	c__Deltaproteobacteria (UID3216)	155	0	3461378	90.7514902489	1	2324234	60.9374934454	3814128	RS_GCF_000007985.2	t	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__Geobacter sulfurreducens	type strain of species	LPSN; DSMZ; StrainInfo	f	1	1	3814128	3814128	3814128	2	2953	NC_002939.5-#2	3814128	2	109	NC_002939.5-#2	2953	5454	0	100	CP010430.2782402.2785361	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;Geobacter sulfurreducens subsp. sulfurreducens	3814128	3814128	t	f	f	3814128	3814128	Complete Genome	ASM798v2	n/a	PRJNA57743	SAMN02603989	none	none	none	2012-7-31	GCA_000007985.2	none	full	none	none	none	1	0	Geobacter sulfurreducens PCA	3439	reference genome	6	none	none	none	none	none	2012/07/31	0	35554	2	PCA	TIGR	243231	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter;s__Geobacter sulfurreducens	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter;s__Geobacter sulfurreducens;x__Geobacter sulfurreducens PCA	0	3814128	11	49	assembly from type material	3814128	0	none	3417	1	3814128	2	1552	2867	0	100	3950373	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter;s__	1552	NC_002939.5-#2	1552	2867	0	100	CP010430.3328561.3330118	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;Geobacter sulfurreducens subsp. sulfurreducens	0	20	49	1
RS_GCF_000008025.1	0	99.79	0	368	o__Rickettsiales (UID3811)	234	0	1067407	84.1948379138	1	446701	35.2348432144	1267782	RS_GCF_000008025.1	t	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Wolbachia;s__Wolbachia sp000008025	not type material	none	f	1	1	1267782	1267782	1267782	1	2754	NC_002978.6	1267782	1	99	NC_002978.6	2750	5073	0	99.964	AQQE01000018.15605.18358	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Wolbachia;Wolbachia pipientis wMelPop	1267782	1267782	t	f	f	1267782	1267782	Complete Genome	ASM802v1	n/a	PRJNA224116	SAMN02604000	none	none	none	2004-2-5	GCA_000008025.1	none	full	none	none	none	1	1	Wolbachia endosymbiont of Drosophila melanogaster	1243	representative genome	3	none	none	none	none	none	2004/02/05	0	163164	1	wMel	TIGR	163164	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Wolbachia;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;x__Wolbachieae;g__Wolbachia;s__Wolbachia endosymbiont of Drosophila melanogaster	0	1267782	11	34	none	1267782	0	none	1276	1	1267782	1	1500	2771	0	100	108447	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Wolbachia;s__	1500	NC_002978.6	1500	2760	0	99.867	CP001391.1289969.1291473	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Wolbachia;Wolbachia sp. wRi	0	20	34	0
RS_GCF_000008045.1	0	99.66	0.33	662	g__Rickettsia (UID3815)	101	0	841663	75.7234394006	1	321438	28.919402319	1111496	RS_GCF_000008045.1	t	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__Rickettsia typhi	type strain of species	LPSN; DSMZ; StrainInfo	f	1	1	1111496	1111496	1111496	1	2750	NC_006142.1	1111496	1	109	NC_006142.1	2750	5079	0	100	CP003398.256654.259424	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsia;Rickettsia typhi str. B9991CWPP	1111496	1111496	t	f	f	1111496	1111496	Complete Genome	ASM804v1	n/a	PRJNA224116	SAMN02603327	none	none	none	2004-8-19	GCA_000008045.1	none	full	none	none	none	1	1	Rickettsia typhi str. Wilmington	841	representative genome	3	none	none	none	none	none	2004/08/19	0	785	1	Wilmington	Human Genome Sequencing Center, Baylor College of Medicine	257363	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__Rickettsia typhi	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;x__Rickettsieae;g__Rickettsia;x__typhus group;s__Rickettsia typhi;x__Rickettsia typhi str. Wilmington	0	1111496	11	33	assembly from type material	1111496	0	none	868	1	1111496	1	1494	2715	0	99.465	1137930	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__	1494	NC_006142.1	1494	2760	0	100	AE017197.779669.781167	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsia;Rickettsia typhi str. Wilmington	0	20	33	0
RS_GCF_000008065.1	0	99.22	0	449	g__Lactobacillus (UID380)	129	0	1781869	89.4209093701	1	689690	34.6112463843	1992676	RS_GCF_000159355.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus johnsonii	not type material	none	f	1	1	1992676	1992676	1992676	6	2898	NC_005362.1-#3	1992676	6	110	NC_005362.1-#3	2898	5352	0	100	AE017198.1666571.1669621	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus prophage Lj928	1992676	1992676	t	f	f	1992676	1992676	Complete Genome	ASM806v1	n/a	PRJNA224116	SAMN02603676	none	none	none	2004-2-2	GCA_000008065.1	none	full	none	none	none	1	0	Lactobacillus johnsonii NCC 533	1815	na	18	none	none	none	none	none	2004/02/02	0	33959	6	NCC 533	Nestle Research Center, Switzerland	257314	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus johnsonii	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus johnsonii;x__Lactobacillus johnsonii NCC 533	0	1992676	11	78	none	1992676	0	none	1888	1	1992676	6	1568	2891	0	99.936	4481877	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	1568	NC_005362.1-#3	1568	2896	0	100	FN298497.1661809.1663459	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus johnsonii FI9785	0	20	78	0
